device_id,start,end,age,gender,content_id
1,2016-01-01T00:25:18,2016-01-01T00:25:18,22,female,91
1,2016-01-01T00:25:18,2016-01-01T00:25:24,77,male,91
1,2016-01-01T00:25:18,2016-01-01T00:25:35,78,male,91
1,2016-01-01T00:25:29,2016-01-01T00:25:41,41,female,91
1,2016-01-01T00:25:18,2016-01-01T00:25:45,60,male,91
1,2016-01-01T00:25:18,2016-01-01T00:25:45,88,female,91
1,2016-01-01T00:25:18,2016-01-01T00:25:45,5,male,91
3,2016-01-01T00:28:46,2016-01-01T00:29:02,9,male,91
3,2016-01-01T00:28:46,2016-01-01T00:29:13,31,male,91
3,2016-01-01T00:28:46,2016-01-01T00:29:13,76,female,91
3,2016-01-01T00:29:12,2016-01-01T00:29:13,95,female,91
3,2016-01-01T00:28:47,2016-01-01T00:29:13,40,male,91
1,2016-01-01T00:46:58,2016-01-01T00:47:02,17,female,91
1,2016-01-01T00:46:58,2016-01-01T00:47:12,20,female,91
1,2016-01-01T00:46:58,2016-01-01T00:47:18,44,male,91
1,2016-01-01T00:46:58,2016-01-01T00:47:23,12,male,91
1,2016-01-01T00:46:58,2016-01-01T00:47:25,28,female,91
1,2016-01-01T00:46:58,2016-01-01T00:47:25,3,female,91
1,2016-01-01T00:46:58,2016-01-01T00:47:25,68,female,91
1,2016-01-01T00:46:58,2016-01-01T00:47:25,84,male,91
1,2016-01-01T00:46:58,2016-01-01T00:47:25,80,male,91
1,2016-01-01T02:05:55,2016-01-01T02:06:12,48,male,91
1,2016-01-01T02:05:55,2016-01-01T02:06:14,8,female,91
1,2016-01-01T02:05:55,2016-01-01T02:06:15,72,male,91
1,2016-01-01T02:06:22,2016-01-01T02:06:22,56,female,91
1,2016-01-01T02:06:02,2016-01-01T02:06:22,45,male,91
2,2016-01-01T02:28:20,2016-01-01T02:28:47,24,female,91
2,2016-01-01T02:28:20,2016-01-01T02:28:47,38,male,91
2,2016-01-01T02:28:20,2016-01-01T02:28:47,83,male,91
2,2016-01-01T02:28:20,2016-01-01T02:28:47,37,female,91
2,2016-01-01T02:28:20,2016-01-01T02:28:47,88,female,91
2,2016-01-01T02:28:47,2016-01-01T02:28:47,80,female,91
2,2016-01-01T02:28:20,2016-01-01T02:28:47,42,female,91
