device_id,start,end,age,gender,content_id
2,2016-01-01T00:08:58,2016-01-01T00:09:16,61,female,25
2,2016-01-01T00:08:58,2016-01-01T00:09:17,17,male,25
2,2016-01-01T00:08:58,2016-01-01T00:09:19,93,male,25
2,2016-01-01T00:08:58,2016-01-01T00:09:20,6,male,25
2,2016-01-01T00:09:13,2016-01-01T00:09:20,41,female,25
2,2016-01-01T00:08:58,2016-01-01T00:09:22,67,female,25
2,2016-01-01T00:08:58,2016-01-01T00:09:26,49,male,25
2,2016-01-01T00:08:58,2016-01-01T00:09:35,16,female,25
2,2016-01-01T00:08:58,2016-01-01T00:09:40,60,male,25
2,2016-01-01T00:08:58,2016-01-01T00:09:40,62,female,25
2,2016-01-01T00:09:11,2016-01-01T00:09:40,85,female,25
2,2016-01-01T00:36:37,2016-01-01T00:37:10,38,male,25
2,2016-01-01T00:36:37,2016-01-01T00:37:10,82,female,25
2,2016-01-01T00:36:28,2016-01-01T00:37:10,7,female,25
2,2016-01-01T00:36:49,2016-01-01T00:37:10,10,female,25
2,2016-01-01T00:36:59,2016-01-01T00:37:10,94,male,25
1,2016-01-01T00:39:50,2016-01-01T00:40:11,15,male,25
1,2016-01-01T00:39:50,2016-01-01T00:40:17,33,male,25
1,2016-01-01T00:39:50,2016-01-01T00:40:32,78,female,25
1,2016-01-01T00:39:50,2016-01-01T00:40:32,66,male,25
1,2016-01-01T00:39:50,2016-01-01T00:40:32,25,female,25
1,2016-01-01T00:39:58,2016-01-01T00:40:32,89,female,25
1,2016-01-01T00:40:24,2016-01-01T00:40:32,57,female,25
1,2016-01-01T00:40:24,2016-01-01T00:40:32,29,female,25
1,2016-01-01T00:54:36,2016-01-01T00:55:18,44,female,25
1,2016-01-01T00:54:36,2016-01-01T00:55:18,14,male,25
1,2016-01-01T00:54:36,2016-01-01T00:55:18,35,female,25
1,2016-01-01T00:54:51,2016-01-01T00:55:18,94,male,25
1,2016-01-01T00:54:36,2016-01-01T00:55:18,48,male,25
1,2016-01-01T01:32:58,2016-01-01T01:33:12,18,female,25
1,2016-01-01T01:32:41,2016-01-01T01:33:20,16,male,25
1,2016-01-01T01:32:41,2016-01-01T01:33:23,68,female,25
1,2016-01-01T01:33:17,2016-01-01T01:33:23,65,female,25
1,2016-01-01T01:32:41,2016-01-01T01:33:23,85,male,25
1,2016-01-01T01:32:44,2016-01-01T01:33:23,46,female,25
1,2016-01-01T01:32:41,2016-01-01T01:33:23,15,male,25
1,2016-01-01T01:32:43,2016-01-01T01:33:23,88,male,25
1,2016-01-01T01:33:21,2016-01-01T01:33:23,16,female,25
3,2016-01-01T02:00:32,2016-01-01T02:00:38,3,female,25
3,2016-01-01T02:00:32,2016-01-01T02:01:13,15,male,25
3,2016-01-01T02:00:32,2016-01-01T02:01:14,62,male,25
