device_id,start,end,age,gender,content_id
1,2016-01-01T00:06:58,2016-01-01T00:06:59,24,male,28
1,2016-01-01T00:06:58,2016-01-01T00:07:11,27,female,28
1,2016-01-01T00:06:58,2016-01-01T00:07:23,74,male,28
1,2016-01-01T00:06:58,2016-01-01T00:07:23,55,male,28
3,2016-01-01T00:13:10,2016-01-01T00:13:35,18,male,28
3,2016-01-01T00:13:10,2016-01-01T00:13:35,57,female,28
3,2016-01-01T00:13:10,2016-01-01T00:13:35,57,female,28
3,2016-01-01T00:13:10,2016-01-01T00:13:35,4,female,28
3,2016-01-01T00:13:10,2016-01-01T00:13:35,32,male,28
3,2016-01-01T00:13:22,2016-01-01T00:13:35,27,female,28
3,2016-01-01T00:13:10,2016-01-01T00:13:35,81,male,28
3,2016-01-01T00:23:18,2016-01-01T00:23:29,69,male,28
3,2016-01-01T00:23:18,2016-01-01T00:23:33,65,female,28
3,2016-01-01T00:23:18,2016-01-01T00:23:43,13,female,28
3,2016-01-01T00:23:18,2016-01-01T00:23:43,58,female,28
3,2016-01-01T00:23:18,2016-01-01T00:23:43,85,male,28
3,2016-01-01T00:23:18,2016-01-01T00:23:43,77,male,28
3,2016-01-01T00:23:18,2016-01-01T00:23:43,18,male,28
3,2016-01-01T00:23:18,2016-01-01T00:23:43,24,female,28
3,2016-01-01T00:23:23,2016-01-01T00:23:43,76,male,28
3,2016-01-01T00:23:24,2016-01-01T00:23:43,93,female,28
3,2016-01-01T00:23:18,2016-01-01T00:23:43,50,female,28
2,2016-01-01T00:30:11,2016-01-01T00:30:35,90,female,28
2,2016-01-01T00:30:11,2016-01-01T00:30:36,48,female,28
1,2016-01-01T00:58:22,2016-01-01T00:58:45,45,male,28
1,2016-01-01T00:58:22,2016-01-01T00:58:47,46,male,28
1,2016-01-01T00:58:22,2016-01-01T00:58:47,6,female,28
1,2016-01-01T00:58:22,2016-01-01T00:58:47,78,male,28
1,2016-01-01T01:09:36,2016-01-01T01:09:57,43,female,28
1,2016-01-01T01:09:41,2016-01-01T01:09:57,44,male,28
1,2016-01-01T01:09:36,2016-01-01T01:10:01,70,female,28
1,2016-01-01T01:09:36,2016-01-01T01:10:01,86,male,28
1,2016-01-01T01:09:36,2016-01-01T01:10:01,83,female,28
1,2016-01-01T01:09:55,2016-01-01T01:10:01,16,male,28
2,2016-01-01T01:30:09,2016-01-01T01:30:25,38,female,28
2,2016-01-01T01:30:01,2016-01-01T01:30:25,38,female,28
2,2016-01-01T01:30:00,2016-01-01T01:30:25,20,male,28
2,2016-01-01T01:30:00,2016-01-01T01:30:25,26,male,28
2,2016-01-01T02:17:00,2016-01-01T02:17:25,26,female,28
2,2016-01-01T02:17:00,2016-01-01T02:17:25,98,female,28
2,2016-01-01T02:17:00,2016-01-01T02:17:25,39,female,28
2,2016-01-01T02:17:00,2016-01-01T02:17:25,50,male,28
2,2016-01-01T02:17:01,2016-01-01T02:17:25,43,female,28
2,2016-01-01T02:17:00,2016-01-01T02:17:25,55,male,28
2,2016-01-01T02:17:00,2016-01-01T02:17:25,71,male,28
2,2016-01-01T02:17:16,2016-01-01T02:17:25,16,female,28
2,2016-01-01T02:20:22,2016-01-01T02:20:40,74,male,28
2,2016-01-01T02:20:22,2016-01-01T02:20:41,78,female,28
2,2016-01-01T02:20:22,2016-01-01T02:20:44,31,female,28
2,2016-01-01T02:20:22,2016-01-01T02:20:47,7,female,28
2,2016-01-01T02:20:44,2016-01-01T02:20:47,24,male,28
2,2016-01-01T02:20:32,2016-01-01T02:20:47,99,male,28
2,2016-01-01T02:20:40,2016-01-01T02:20:47,37,male,28
1,2016-01-01T02:59:49,2016-01-01T02:59:53,46,male,28
1,2016-01-01T02:59:49,2016-01-01T02:59:58,9,male,28
1,2016-01-01T02:59:49,2016-01-01T03:00:10,67,female,28
1,2016-01-01T02:59:49,2016-01-01T03:00:14,3,female,28
1,2016-01-01T02:59:49,2016-01-01T03:00:14,69,female,28
1,2016-01-01T02:59:49,2016-01-01T03:00:14,15,female,28
1,2016-01-01T02:59:49,2016-01-01T03:00:14,69,male,28
