device_id,start,end,age,gender,content_id
2,2016-01-01T00:01:49,2016-01-01T00:02:05,26,male,32
2,2016-01-01T00:01:49,2016-01-01T00:02:05,94,male,32
2,2016-01-01T00:01:49,2016-01-01T00:02:05,7,male,32
2,2016-01-01T00:01:49,2016-01-01T00:02:05,5,male,32
2,2016-01-01T00:01:49,2016-01-01T00:02:05,37,male,32
3,2016-01-01T00:42:18,2016-01-01T00:42:19,16,female,32
3,2016-01-01T00:42:18,2016-01-01T00:42:19,30,female,32
3,2016-01-01T00:42:18,2016-01-01T00:42:21,87,male,32
3,2016-01-01T00:42:18,2016-01-01T00:42:34,6,male,32
3,2016-01-01T00:42:18,2016-01-01T00:42:34,61,female,32
3,2016-01-01T00:42:18,2016-01-01T00:42:34,29,female,32
3,2016-01-01T00:42:18,2016-01-01T00:42:34,41,female,32
3,2016-01-01T00:42:18,2016-01-01T00:42:34,48,male,32
3,2016-01-01T00:42:20,2016-01-01T00:42:34,93,male,32
3,2016-01-01T00:42:26,2016-01-01T00:42:34,70,female,32
3,2016-01-01T00:45:14,2016-01-01T00:45:29,36,female,32
3,2016-01-01T00:45:13,2016-01-01T00:45:29,70,female,32
3,2016-01-01T00:45:28,2016-01-01T00:45:29,66,male,32
3,2016-01-01T00:45:16,2016-01-01T00:45:29,23,female,32
3,2016-01-01T00:45:13,2016-01-01T00:45:29,27,female,32
3,2016-01-01T00:45:27,2016-01-01T00:45:29,56,male,32
2,2016-01-01T01:07:34,2016-01-01T01:07:44,70,male,32
2,2016-01-01T01:07:34,2016-01-01T01:07:45,29,male,32
2,2016-01-01T01:07:34,2016-01-01T01:07:46,29,female,32
2,2016-01-01T01:07:34,2016-01-01T01:07:48,88,female,32
2,2016-01-01T01:07:34,2016-01-01T01:07:50,13,male,32
2,2016-01-01T01:10:22,2016-01-01T01:10:31,90,female,32
2,2016-01-01T01:10:22,2016-01-01T01:10:36,87,female,32
2,2016-01-01T01:10:35,2016-01-01T01:10:38,35,male,32
2,2016-01-01T01:14:42,2016-01-01T01:14:46,11,female,32
2,2016-01-01T01:14:42,2016-01-01T01:14:48,95,male,32
2,2016-01-01T01:14:42,2016-01-01T01:14:57,63,male,32
2,2016-01-01T01:14:43,2016-01-01T01:14:58,47,female,32
2,2016-01-01T01:14:42,2016-01-01T01:14:58,84,female,32
2,2016-01-01T01:14:42,2016-01-01T01:14:58,20,female,32
2,2016-01-01T01:14:42,2016-01-01T01:14:58,58,female,32
2,2016-01-01T01:14:42,2016-01-01T01:14:58,76,female,32
1,2016-01-01T01:16:22,2016-01-01T01:16:38,88,male,32
