device_id,start,end,age,gender,content_id
2,2016-01-01T00:16:16,2016-01-01T00:16:16,35,female,6
2,2016-01-01T00:16:16,2016-01-01T00:16:24,79,female,6
2,2016-01-01T00:16:16,2016-01-01T00:16:28,97,male,6
2,2016-01-01T00:16:16,2016-01-01T00:16:35,27,male,6
2,2016-01-01T00:16:16,2016-01-01T00:16:35,72,female,6
2,2016-01-01T00:16:16,2016-01-01T00:16:35,11,female,6
2,2016-01-01T00:16:16,2016-01-01T00:16:35,73,female,6
2,2016-01-01T00:16:16,2016-01-01T00:16:35,33,male,6
2,2016-01-01T00:19:32,2016-01-01T00:19:32,87,male,6
2,2016-01-01T00:19:35,2016-01-01T00:19:49,87,female,6
2,2016-01-01T00:19:49,2016-01-01T00:19:51,88,female,6
2,2016-01-01T00:19:32,2016-01-01T00:19:51,77,female,6
2,2016-01-01T00:19:38,2016-01-01T00:19:51,15,female,6
2,2016-01-01T00:19:32,2016-01-01T00:19:51,86,female,6
2,2016-01-01T00:19:32,2016-01-01T00:19:51,72,female,6
3,2016-01-01T00:20:44,2016-01-01T00:20:59,54,male,6
3,2016-01-01T00:20:44,2016-01-01T00:21:03,72,female,6
3,2016-01-01T00:20:52,2016-01-01T00:21:03,81,female,6
2,2016-01-01T00:19:47,2016-01-01T00:19:51,12,female,6
3,2016-01-01T00:20:44,2016-01-01T00:21:03,76,female,6
3,2016-01-01T00:20:44,2016-01-01T00:21:03,16,male,6
2,2016-01-01T00:19:48,2016-01-01T00:19:51,9,male,6
3,2016-01-01T00:20:44,2016-01-01T00:21:03,63,female,6
3,2016-01-01T00:20:53,2016-01-01T00:21:03,99,male,6
3,2016-01-01T00:20:51,2016-01-01T00:21:03,57,female,6
3,2016-01-01T00:21:00,2016-01-01T00:21:03,62,female,6
3,2016-01-01T00:20:57,2016-01-01T00:21:03,21,male,6
3,2016-01-01T00:21:03,2016-01-01T00:21:03,27,male,6
3,2016-01-01T00:20:44,2016-01-01T00:21:03,72,female,6
3,2016-01-01T00:20:48,2016-01-01T00:21:03,22,female,6
1,2016-01-01T01:01:42,2016-01-01T01:01:45,48,female,6
1,2016-01-01T01:01:42,2016-01-01T01:02:01,29,male,6
1,2016-01-01T01:01:44,2016-01-01T01:02:01,43,male,6
1,2016-01-01T01:01:42,2016-01-01T01:02:01,97,female,6
1,2016-01-01T01:01:56,2016-01-01T01:02:01,29,female,6
3,2016-01-01T01:06:59,2016-01-01T01:07:03,24,female,6
3,2016-01-01T01:07:02,2016-01-01T01:07:18,63,male,6
3,2016-01-01T01:06:59,2016-01-01T01:07:18,35,male,6
3,2016-01-01T01:06:59,2016-01-01T01:07:18,72,female,6
1,2016-01-01T01:30:11,2016-01-01T01:30:24,35,female,6
1,2016-01-01T01:30:05,2016-01-01T01:30:24,44,female,6
1,2016-01-01T01:30:14,2016-01-01T01:30:24,84,female,6
3,2016-01-01T01:31:30,2016-01-01T01:31:45,62,male,6
3,2016-01-01T01:31:39,2016-01-01T01:31:49,60,male,6
1,2016-01-01T01:30:12,2016-01-01T01:30:24,50,male,6
3,2016-01-01T01:31:30,2016-01-01T01:31:49,55,male,6
3,2016-01-01T01:31:30,2016-01-01T01:31:49,90,male,6
3,2016-01-01T02:06:50,2016-01-01T02:06:53,62,female,6
3,2016-01-01T02:06:50,2016-01-01T02:07:09,95,male,6
3,2016-01-01T02:06:50,2016-01-01T02:07:09,24,female,6
2,2016-01-01T02:12:03,2016-01-01T02:12:05,58,female,6
2,2016-01-01T02:12:03,2016-01-01T02:12:10,33,female,6
2,2016-01-01T02:12:03,2016-01-01T02:12:15,35,male,6
2,2016-01-01T02:12:03,2016-01-01T02:12:22,22,female,6
3,2016-01-01T02:17:01,2016-01-01T02:17:02,11,female,6
3,2016-01-01T02:17:01,2016-01-01T02:17:10,58,male,6
3,2016-01-01T02:17:17,2016-01-01T02:17:20,18,male,6
3,2016-01-01T02:17:01,2016-01-01T02:17:20,87,female,6
3,2016-01-01T02:17:09,2016-01-01T02:17:20,98,male,6
3,2016-01-01T02:17:11,2016-01-01T02:17:20,24,male,6
3,2016-01-01T02:17:01,2016-01-01T02:17:20,62,male,6
3,2016-01-01T02:17:02,2016-01-01T02:17:20,11,male,6
3,2016-01-01T02:17:15,2016-01-01T02:17:20,70,female,6
1,2016-01-01T02:28:42,2016-01-01T02:28:43,57,female,6
1,2016-01-01T02:28:42,2016-01-01T02:29:01,86,male,6
1,2016-01-01T02:28:42,2016-01-01T02:29:01,94,female,6
1,2016-01-01T02:28:42,2016-01-01T02:29:01,45,female,6
1,2016-01-01T02:28:42,2016-01-01T02:29:01,23,male,6
2,2016-01-01T03:07:47,2016-01-01T03:07:54,78,female,6
2,2016-01-01T03:07:35,2016-01-01T03:07:54,72,male,6
2,2016-01-01T03:07:35,2016-01-01T03:07:54,95,female,6
2,2016-01-01T03:07:43,2016-01-01T03:07:54,29,female,6
2,2016-01-01T03:07:35,2016-01-01T03:07:54,90,female,6
1,2016-01-01T03:43:48,2016-01-01T03:43:53,59,female,6
1,2016-01-01T03:43:48,2016-01-01T03:44:07,47,male,6
3,2016-01-01T04:38:13,2016-01-01T04:38:28,19,male,6
3,2016-01-01T04:38:30,2016-01-01T04:38:32,12,male,6
1,2016-01-01T05:15:57,2016-01-01T05:16:16,56,male,6
1,2016-01-01T05:15:57,2016-01-01T05:16:16,32,female,6
1,2016-01-01T05:16:10,2016-01-01T05:16:16,86,female,6
1,2016-01-01T05:16:14,2016-01-01T05:16:16,69,female,6
3,2016-01-01T05:39:50,2016-01-01T05:39:58,23,female,6
3,2016-01-01T05:39:50,2016-01-01T05:40:09,62,female,6
3,2016-01-01T05:39:50,2016-01-01T05:40:09,99,male,6
3,2016-01-01T05:39:50,2016-01-01T05:40:09,59,female,6
2,2016-01-01T05:46:27,2016-01-01T05:46:35,45,male,6
2,2016-01-01T05:46:27,2016-01-01T05:46:37,9,female,6
2,2016-01-01T05:46:27,2016-01-01T05:46:46,16,male,6
2,2016-01-01T05:46:27,2016-01-01T05:46:46,46,male,6
2,2016-01-01T05:46:27,2016-01-01T05:46:46,3,female,6
2,2016-01-01T05:46:35,2016-01-01T05:46:46,16,female,6
2,2016-01-01T05:46:27,2016-01-01T05:46:46,58,female,6
3,2016-01-01T05:51:45,2016-01-01T05:51:48,24,male,6
3,2016-01-01T05:51:55,2016-01-01T05:52:04,96,male,6
3,2016-01-01T05:51:45,2016-01-01T05:52:04,75,male,6
3,2016-01-01T05:51:45,2016-01-01T05:52:04,37,male,6
3,2016-01-01T05:51:51,2016-01-01T05:52:04,14,female,6
3,2016-01-01T05:51:45,2016-01-01T05:52:04,57,female,6
3,2016-01-01T05:51:45,2016-01-01T05:52:04,58,female,6
3,2016-01-01T05:51:45,2016-01-01T05:52:04,91,female,6
3,2016-01-01T05:51:54,2016-01-01T05:52:04,19,male,6
3,2016-01-01T05:52:02,2016-01-01T05:52:04,51,male,6
1,2016-01-01T06:07:34,2016-01-01T06:07:51,40,female,6
1,2016-01-01T06:07:34,2016-01-01T06:07:53,70,male,6
1,2016-01-01T06:07:34,2016-01-01T06:07:53,78,male,6
1,2016-01-01T06:07:34,2016-01-01T06:07:53,95,female,6
1,2016-01-01T06:07:53,2016-01-01T06:07:53,65,female,6
2,2016-01-01T06:10:36,2016-01-01T06:10:45,13,female,6
2,2016-01-01T06:10:36,2016-01-01T06:10:46,95,female,6
2,2016-01-01T06:10:39,2016-01-01T06:10:50,94,female,6
1,2016-01-01T06:10:53,2016-01-01T06:11:03,9,male,6
2,2016-01-01T06:10:36,2016-01-01T06:10:55,46,female,6
2,2016-01-01T06:10:36,2016-01-01T06:10:55,22,female,6
2,2016-01-01T06:10:36,2016-01-01T06:10:55,8,male,6
1,2016-01-01T06:10:53,2016-01-01T06:11:11,13,female,6
2,2016-01-01T06:10:36,2016-01-01T06:10:55,30,male,6
1,2016-01-01T06:10:53,2016-01-01T06:11:12,3,female,6
1,2016-01-01T06:10:53,2016-01-01T06:11:12,11,male,6
1,2016-01-01T06:12:05,2016-01-01T06:12:08,11,male,6
1,2016-01-01T06:12:05,2016-01-01T06:12:09,24,female,6
1,2016-01-01T06:12:11,2016-01-01T06:12:24,38,female,6
1,2016-01-01T06:10:53,2016-01-01T06:11:12,61,male,6
1,2016-01-01T06:12:05,2016-01-01T06:12:24,61,male,6
1,2016-01-01T06:10:53,2016-01-01T06:11:12,33,female,6
1,2016-01-01T06:12:05,2016-01-01T06:12:24,33,female,6
1,2016-01-01T06:12:05,2016-01-01T06:12:24,20,female,6
1,2016-01-01T06:12:05,2016-01-01T06:12:24,62,female,6
1,2016-01-01T06:12:21,2016-01-01T06:12:24,17,male,6
1,2016-01-01T06:36:37,2016-01-01T06:36:56,20,male,6
1,2016-01-01T06:36:37,2016-01-01T06:36:56,12,female,6
1,2016-01-01T06:36:49,2016-01-01T06:36:56,71,male,6
2,2016-01-01T06:38:24,2016-01-01T06:38:43,25,male,6
1,2016-01-01T06:52:56,2016-01-01T06:53:04,53,female,6
