device_id,start,end,age,gender,content_id
1,2016-01-01T00:12:47,2016-01-01T00:13:02,70,male,90
1,2016-01-01T00:12:47,2016-01-01T00:13:03,28,male,90
1,2016-01-01T00:12:47,2016-01-01T00:13:23,46,female,90
1,2016-01-01T00:12:47,2016-01-01T00:13:23,80,male,90
3,2016-01-01T00:15:06,2016-01-01T00:15:10,99,female,90
3,2016-01-01T00:15:06,2016-01-01T00:15:10,54,female,90
3,2016-01-01T00:15:06,2016-01-01T00:15:33,75,male,90
3,2016-01-01T00:15:07,2016-01-01T00:15:33,31,female,90
3,2016-01-01T00:15:06,2016-01-01T00:15:39,39,male,90
3,2016-01-01T00:15:06,2016-01-01T00:15:42,76,male,90
3,2016-01-01T00:15:06,2016-01-01T00:15:42,7,female,90
3,2016-01-01T00:15:41,2016-01-01T00:15:42,97,female,90
2,2016-01-01T00:27:53,2016-01-01T00:28:27,22,male,90
2,2016-01-01T00:28:05,2016-01-01T00:28:29,65,female,90
2,2016-01-01T00:27:53,2016-01-01T00:28:29,29,male,90
2,2016-01-01T00:28:06,2016-01-01T00:28:29,29,male,90
2,2016-01-01T00:27:53,2016-01-01T00:28:29,85,female,90
2,2016-01-01T00:28:19,2016-01-01T00:28:29,36,male,90
2,2016-01-01T01:02:54,2016-01-01T01:03:30,21,female,90
2,2016-01-01T01:02:54,2016-01-01T01:03:30,61,female,90
2,2016-01-01T01:02:54,2016-01-01T01:03:30,74,male,90
1,2016-01-01T01:07:52,2016-01-01T01:08:03,50,female,90
1,2016-01-01T01:07:52,2016-01-01T01:08:04,20,male,90
1,2016-01-01T01:07:52,2016-01-01T01:08:20,35,male,90
1,2016-01-01T01:07:52,2016-01-01T01:08:20,24,female,90
1,2016-01-01T01:07:56,2016-01-01T01:08:28,45,male,90
1,2016-01-01T01:07:53,2016-01-01T01:08:28,35,male,90
1,2016-01-01T01:08:18,2016-01-01T01:08:28,81,female,90
1,2016-01-01T01:07:55,2016-01-01T01:08:28,43,female,90
2,2016-01-01T01:38:09,2016-01-01T01:38:34,13,female,90
2,2016-01-01T01:38:07,2016-01-01T01:38:43,83,female,90
2,2016-01-01T01:38:07,2016-01-01T01:38:43,47,female,90
2,2016-01-01T01:38:08,2016-01-01T01:38:43,79,female,90
3,2016-01-01T02:31:53,2016-01-01T02:32:00,68,female,90
3,2016-01-01T02:31:53,2016-01-01T02:32:02,72,male,90
3,2016-01-01T02:31:53,2016-01-01T02:32:04,77,male,90
3,2016-01-01T02:32:13,2016-01-01T02:32:29,35,female,90
3,2016-01-01T02:31:53,2016-01-01T02:32:29,7,male,90
