device_id,start,end,age,gender,content_id
3,2016-01-01T00:13:50,2016-01-01T00:13:56,57,female,49
3,2016-01-01T00:13:50,2016-01-01T00:13:58,57,female,49
3,2016-01-01T00:13:50,2016-01-01T00:14:01,70,female,49
3,2016-01-01T00:13:50,2016-01-01T00:14:02,4,female,49
3,2016-01-01T00:13:50,2016-01-01T00:14:03,25,male,49
3,2016-01-01T00:13:50,2016-01-01T00:14:05,32,male,49
3,2016-01-01T00:13:50,2016-01-01T00:14:26,27,female,49
3,2016-01-01T00:13:50,2016-01-01T00:14:28,81,male,49
3,2016-01-01T00:14:20,2016-01-01T00:14:28,50,female,49
3,2016-01-01T00:14:00,2016-01-01T00:14:28,99,female,49
3,2016-01-01T00:14:16,2016-01-01T00:14:28,54,female,49
3,2016-01-01T00:13:59,2016-01-01T00:14:28,75,male,49
3,2016-01-01T00:13:50,2016-01-01T00:14:28,39,male,49
3,2016-01-01T00:13:50,2016-01-01T00:14:28,76,male,49
2,2016-01-01T00:41:46,2016-01-01T00:42:14,20,female,49
2,2016-01-01T00:41:46,2016-01-01T00:42:24,95,female,49
2,2016-01-01T00:57:22,2016-01-01T00:57:24,13,female,49
2,2016-01-01T00:57:22,2016-01-01T00:57:25,62,male,49
2,2016-01-01T00:57:22,2016-01-01T00:57:35,88,female,49
2,2016-01-01T00:57:22,2016-01-01T00:57:47,63,male,49
2,2016-01-01T00:57:22,2016-01-01T00:57:53,75,female,49
2,2016-01-01T00:57:25,2016-01-01T00:58:00,56,female,49
2,2016-01-01T00:58:00,2016-01-01T00:58:13,56,female,49
2,2016-01-01T00:57:22,2016-01-01T00:58:00,46,female,49
2,2016-01-01T00:58:00,2016-01-01T00:58:35,46,female,49
2,2016-01-01T00:58:38,2016-01-01T00:58:38,10,female,49
2,2016-01-01T00:58:15,2016-01-01T00:58:38,48,male,49
2,2016-01-01T01:25:16,2016-01-01T01:25:24,42,male,49
2,2016-01-01T01:25:16,2016-01-01T01:25:25,30,female,49
2,2016-01-01T01:25:16,2016-01-01T01:25:33,37,female,49
2,2016-01-01T01:25:33,2016-01-01T01:25:42,59,male,49
2,2016-01-01T01:25:16,2016-01-01T01:25:48,90,female,49
2,2016-01-01T01:25:16,2016-01-01T01:25:54,64,female,49
