device_id,start,end,age,gender,content_id
1,2016-01-01T00:08:53,2016-01-01T00:08:53,9,female,12
1,2016-01-01T00:08:53,2016-01-01T00:09:06,63,female,12
1,2016-01-01T00:08:53,2016-01-01T00:09:15,10,female,12
1,2016-01-01T00:08:53,2016-01-01T00:09:31,55,male,12
1,2016-01-01T00:08:53,2016-01-01T00:09:38,20,male,12
1,2016-01-01T00:09:00,2016-01-01T00:09:38,50,female,12
1,2016-01-01T00:09:34,2016-01-01T00:09:38,72,male,12
1,2016-01-01T00:08:53,2016-01-01T00:09:38,82,male,12
3,2016-01-01T00:11:38,2016-01-01T00:11:41,66,female,12
3,2016-01-01T00:11:38,2016-01-01T00:12:08,79,male,12
3,2016-01-01T00:12:23,2016-01-01T00:12:23,18,male,12
3,2016-01-01T00:12:11,2016-01-01T00:12:23,57,female,12
3,2016-01-01T00:11:59,2016-01-01T00:12:23,57,female,12
2,2016-01-01T00:49:40,2016-01-01T00:49:45,11,male,12
3,2016-01-01T00:50:52,2016-01-01T00:50:55,65,female,12
3,2016-01-01T00:50:52,2016-01-01T00:51:15,10,female,12
2,2016-01-01T00:49:40,2016-01-01T00:50:25,96,female,12
3,2016-01-01T00:50:52,2016-01-01T00:51:30,8,female,12
3,2016-01-01T00:51:23,2016-01-01T00:51:37,19,male,12
3,2016-01-01T00:50:52,2016-01-01T00:51:37,89,female,12
3,2016-01-01T00:51:00,2016-01-01T00:51:37,9,female,12
1,2016-01-01T01:00:00,2016-01-01T01:00:07,21,male,12
1,2016-01-01T01:00:00,2016-01-01T01:00:26,31,male,12
1,2016-01-01T01:00:00,2016-01-01T01:00:35,7,male,12
1,2016-01-01T01:00:00,2016-01-01T01:00:45,30,female,12
1,2016-01-01T01:00:00,2016-01-01T01:00:45,77,female,12
1,2016-01-01T01:00:00,2016-01-01T01:00:45,37,male,12
1,2016-01-01T01:00:00,2016-01-01T01:00:45,94,female,12
2,2016-01-01T01:06:49,2016-01-01T01:07:00,37,male,12
2,2016-01-01T01:06:49,2016-01-01T01:07:07,36,male,12
2,2016-01-01T01:06:49,2016-01-01T01:07:26,33,male,12
2,2016-01-01T01:06:49,2016-01-01T01:07:34,70,male,12
2,2016-01-01T01:07:12,2016-01-01T01:07:34,29,male,12
2,2016-01-01T01:06:50,2016-01-01T01:07:34,29,female,12
2,2016-01-01T01:06:49,2016-01-01T01:07:34,88,female,12
2,2016-01-01T01:06:49,2016-01-01T01:07:34,13,male,12
1,2016-01-01T01:17:36,2016-01-01T01:17:44,64,female,12
1,2016-01-01T01:17:16,2016-01-01T01:18:01,86,female,12
1,2016-01-01T01:17:16,2016-01-01T01:18:01,48,female,12
1,2016-01-01T01:17:22,2016-01-01T01:18:01,38,female,12
1,2016-01-01T01:17:53,2016-01-01T01:18:01,99,female,12
1,2016-01-01T01:17:27,2016-01-01T01:18:01,15,female,12
1,2016-01-01T01:17:25,2016-01-01T01:18:01,48,male,12
1,2016-01-01T01:17:49,2016-01-01T01:18:01,84,female,12
1,2016-01-01T01:30:34,2016-01-01T01:30:42,71,male,12
1,2016-01-01T01:30:24,2016-01-01T01:30:47,35,female,12
1,2016-01-01T01:30:31,2016-01-01T01:30:47,44,female,12
1,2016-01-01T01:30:24,2016-01-01T01:31:09,44,female,12
1,2016-01-01T01:30:49,2016-01-01T01:31:09,15,female,12
1,2016-01-01T01:30:24,2016-01-01T01:31:09,84,female,12
1,2016-01-01T01:30:24,2016-01-01T01:31:09,50,male,12
1,2016-01-01T01:30:28,2016-01-01T01:31:09,41,female,12
1,2016-01-01T01:43:15,2016-01-01T01:43:20,86,female,12
1,2016-01-01T01:43:15,2016-01-01T01:43:20,8,male,12
1,2016-01-01T01:43:15,2016-01-01T01:43:22,84,female,12
1,2016-01-01T01:43:15,2016-01-01T01:43:44,51,female,12
1,2016-01-01T01:43:15,2016-01-01T01:44:00,92,male,12
1,2016-01-01T01:44:47,2016-01-01T01:44:53,29,male,12
1,2016-01-01T01:44:47,2016-01-01T01:44:55,84,female,12
1,2016-01-01T01:43:19,2016-01-01T01:44:00,39,male,12
1,2016-01-01T01:44:47,2016-01-01T01:45:13,39,male,12
1,2016-01-01T01:44:47,2016-01-01T01:45:18,28,female,12
1,2016-01-01T01:44:47,2016-01-01T01:45:24,42,female,12
1,2016-01-01T01:43:59,2016-01-01T01:44:00,28,female,12
1,2016-01-01T01:44:47,2016-01-01T01:45:26,28,female,12
1,2016-01-01T01:44:47,2016-01-01T01:45:32,4,male,12
1,2016-01-01T01:44:47,2016-01-01T01:45:32,59,female,12
1,2016-01-01T01:45:10,2016-01-01T01:45:32,17,female,12
1,2016-01-01T01:45:04,2016-01-01T01:45:32,4,male,12
2,2016-01-01T01:50:51,2016-01-01T01:51:09,67,female,12
2,2016-01-01T01:50:51,2016-01-01T01:51:14,65,female,12
2,2016-01-01T01:50:51,2016-01-01T01:51:36,75,male,12
2,2016-01-01T01:51:21,2016-01-01T01:51:36,61,male,12
2,2016-01-01T01:51:35,2016-01-01T01:51:36,42,male,12
2,2016-01-01T01:51:02,2016-01-01T01:51:36,84,female,12
2,2016-01-01T01:56:04,2016-01-01T01:56:26,8,male,12
2,2016-01-01T01:56:04,2016-01-01T01:56:49,82,male,12
2,2016-01-01T01:56:37,2016-01-01T01:56:49,91,male,12
2,2016-01-01T01:56:48,2016-01-01T01:56:49,50,male,12
