content_id,device_id,start,end
78,3,2016-01-01T00:00:01,2016-01-01T00:00:28
54,3,2016-01-01T00:00:28,2016-01-01T00:01:04
89,3,2016-01-01T00:01:04,2016-01-01T00:01:40
86,3,2016-01-01T00:01:40,2016-01-01T00:02:06
38,3,2016-01-01T00:02:06,2016-01-01T00:02:29
77,3,2016-01-01T00:02:29,2016-01-01T00:02:58
33,3,2016-01-01T00:02:58,2016-01-01T00:03:28
83,3,2016-01-01T00:03:28,2016-01-01T00:04:00
96,3,2016-01-01T00:04:00,2016-01-01T00:04:21
59,3,2016-01-01T00:04:21,2016-01-01T00:04:49
97,3,2016-01-01T00:04:49,2016-01-01T00:05:28
63,3,2016-01-01T00:05:28,2016-01-01T00:05:46
72,3,2016-01-01T00:05:46,2016-01-01T00:06:22
22,3,2016-01-01T00:06:22,2016-01-01T00:06:59
72,3,2016-01-01T00:06:59,2016-01-01T00:07:35
51,3,2016-01-01T00:07:35,2016-01-01T00:08:17
48,3,2016-01-01T00:08:17,2016-01-01T00:08:48
85,3,2016-01-01T00:08:48,2016-01-01T00:09:08
35,3,2016-01-01T00:09:08,2016-01-01T00:09:31
63,3,2016-01-01T00:09:31,2016-01-01T00:09:49
40,3,2016-01-01T00:09:49,2016-01-01T00:10:26
4,3,2016-01-01T00:10:26,2016-01-01T00:11:05
27,3,2016-01-01T00:11:05,2016-01-01T00:11:38
12,3,2016-01-01T00:11:38,2016-01-01T00:12:23
68,3,2016-01-01T00:12:23,2016-01-01T00:12:52
5,3,2016-01-01T00:12:52,2016-01-01T00:13:10
28,3,2016-01-01T00:13:10,2016-01-01T00:13:35
71,3,2016-01-01T00:13:35,2016-01-01T00:13:50
49,3,2016-01-01T00:13:50,2016-01-01T00:14:28
55,3,2016-01-01T00:14:28,2016-01-01T00:15:06
90,3,2016-01-01T00:15:06,2016-01-01T00:15:42
81,3,2016-01-01T00:15:42,2016-01-01T00:16:04
21,3,2016-01-01T00:16:04,2016-01-01T00:16:25
80,3,2016-01-01T00:16:25,2016-01-01T00:16:43
14,3,2016-01-01T00:16:43,2016-01-01T00:17:08
64,3,2016-01-01T00:17:08,2016-01-01T00:17:23
61,3,2016-01-01T00:17:23,2016-01-01T00:17:50
51,3,2016-01-01T00:17:50,2016-01-01T00:18:32
33,3,2016-01-01T00:18:32,2016-01-01T00:19:02
70,3,2016-01-01T00:19:02,2016-01-01T00:19:20
35,3,2016-01-01T00:19:20,2016-01-01T00:19:43
39,3,2016-01-01T00:19:43,2016-01-01T00:20:09
82,3,2016-01-01T00:20:09,2016-01-01T00:20:44
6,3,2016-01-01T00:20:44,2016-01-01T00:21:03
14,3,2016-01-01T00:21:03,2016-01-01T00:21:28
22,3,2016-01-01T00:21:28,2016-01-01T00:22:05
35,3,2016-01-01T00:22:05,2016-01-01T00:22:28
59,3,2016-01-01T00:22:28,2016-01-01T00:22:56
81,3,2016-01-01T00:22:56,2016-01-01T00:23:18
28,3,2016-01-01T00:23:18,2016-01-01T00:23:43
63,3,2016-01-01T00:23:43,2016-01-01T00:24:01
44,3,2016-01-01T00:24:01,2016-01-01T00:24:18
10,3,2016-01-01T00:24:18,2016-01-01T00:24:39
48,3,2016-01-01T00:24:39,2016-01-01T00:25:10
81,3,2016-01-01T00:25:10,2016-01-01T00:25:32
56,3,2016-01-01T00:25:32,2016-01-01T00:26:17
48,3,2016-01-01T00:26:17,2016-01-01T00:26:48
20,3,2016-01-01T00:26:48,2016-01-01T00:27:22
52,3,2016-01-01T00:27:22,2016-01-01T00:27:39
7,3,2016-01-01T00:27:39,2016-01-01T00:28:07
24,3,2016-01-01T00:28:07,2016-01-01T00:28:46
91,3,2016-01-01T00:28:46,2016-01-01T00:29:13
94,3,2016-01-01T00:29:13,2016-01-01T00:29:45
84,3,2016-01-01T00:29:45,2016-01-01T00:30:23
4,3,2016-01-01T00:30:23,2016-01-01T00:31:02
23,3,2016-01-01T00:31:02,2016-01-01T00:31:36
72,3,2016-01-01T00:31:36,2016-01-01T00:32:12
74,3,2016-01-01T00:32:12,2016-01-01T00:32:53
78,3,2016-01-01T00:32:53,2016-01-01T00:33:20
62,3,2016-01-01T00:33:20,2016-01-01T00:33:44
93,3,2016-01-01T00:33:44,2016-01-01T00:34:00
7,3,2016-01-01T00:34:00,2016-01-01T00:34:28
17,3,2016-01-01T00:34:28,2016-01-01T00:35:01
79,3,2016-01-01T00:35:01,2016-01-01T00:35:25
100,3,2016-01-01T00:35:25,2016-01-01T00:36:10
61,3,2016-01-01T00:36:10,2016-01-01T00:36:37
26,3,2016-01-01T00:36:37,2016-01-01T00:37:00
23,3,2016-01-01T00:37:00,2016-01-01T00:37:34
17,3,2016-01-01T00:37:34,2016-01-01T00:38:07
56,3,2016-01-01T00:38:07,2016-01-01T00:38:52
84,3,2016-01-01T00:38:52,2016-01-01T00:39:30
77,3,2016-01-01T00:39:30,2016-01-01T00:39:59
71,3,2016-01-01T00:39:59,2016-01-01T00:40:14
77,3,2016-01-01T00:40:14,2016-01-01T00:40:43
80,3,2016-01-01T00:40:43,2016-01-01T00:41:01
24,3,2016-01-01T00:41:01,2016-01-01T00:41:40
16,3,2016-01-01T00:41:40,2016-01-01T00:42:18
32,3,2016-01-01T00:42:18,2016-01-01T00:42:34
24,3,2016-01-01T00:42:34,2016-01-01T00:43:13
41,3,2016-01-01T00:43:13,2016-01-01T00:43:48
62,3,2016-01-01T00:43:48,2016-01-01T00:44:12
38,3,2016-01-01T00:44:12,2016-01-01T00:44:35
98,3,2016-01-01T00:44:35,2016-01-01T00:44:57
45,3,2016-01-01T00:44:57,2016-01-01T00:45:13
32,3,2016-01-01T00:45:13,2016-01-01T00:45:29
8,3,2016-01-01T00:45:29,2016-01-01T00:46:02
14,3,2016-01-01T00:46:02,2016-01-01T00:46:27
86,3,2016-01-01T00:46:27,2016-01-01T00:46:53
54,3,2016-01-01T00:46:53,2016-01-01T00:47:29
38,3,2016-01-01T00:47:29,2016-01-01T00:47:52
44,3,2016-01-01T00:47:52,2016-01-01T00:48:09
